Date,Name,Day,Work Time,Clock In,Clock Out,Absent,ATT_Time,RND(ATT_Time),OT Time,Real Day
2025-06-01,63,Sunday,0:00,08:00,17:00,True,0.0,0,0,0.0
2025-06-02,63,Monday,0:00,08:00,17:00,True,0.0,0,0,0.0
2025-06-03,63,Tuesday,0:00,08:00,17:00,True,0.0,0,0,0.0
2025-06-04,63,Wednesday,0:00,08:00,17:00,True,0.0,0,0,0.0
2025-06-05,63,Thursday,0:00,08:00,17:00,True,0.0,0,0,0.0
2025-06-06,63,Friday,0:00,08:00,17:00,True,0.0,0,0,0.0
2025-06-07,63,Saturday,0:00,08:00,17:00,True,0.0,0,0,0.0
2025-06-08,63,Sunday,0:00,08:00,17:00,True,0.0,0,0,0.0
2025-06-09,63,Monday,0:00,08:00,17:00,True,0.0,0,0,0.0
2025-06-10,63,Tuesday,0:00,08:00,17:00,True,0.0,0,0,0.0
2025-06-11,63,Wednesday,0:00,08:00,17:00,True,0.0,0,0,0.0
2025-06-12,63,Thursday,0:00,08:00,17:00,True,0.0,0,0,0.0
2025-06-13,63,Friday,0:00,08:00,17:00,True,0.0,0,0,0.0
2025-06-14,63,Saturday,0:00,08:00,17:00,True,0.0,0,0,0.0
2025-06-15,63,Sunday,0:00,08:00,17:00,True,0.0,0,0,0.0
2025-06-16,63,Monday,0:00,08:00,17:00,True,0.0,0,0,0.0
2025-06-17,63,Tuesday,0:00,08:00,17:00,True,0.0,0,0,0.0
2025-06-18,63,Wednesday,0:00,08:00,17:00,True,0.0,0,0,0.0
2025-06-19,63,Thursday,0:00,08:00,17:00,True,0.0,0,0,0.0
2025-06-20,63,Friday,0:00,08:00,17:00,True,0.0,0,0,0.0
2025-06-21,63,Saturday,0:00,08:00,17:00,True,0.0,0,0,0.0
2025-06-22,63,Sunday,0:00,08:00,17:00,True,0.0,0,0,0.0
2025-06-23,63,Monday,0:00,08:00,17:00,True,0.0,0,0,0.0
2025-06-24,63,Tuesday,0:00,08:00,17:00,True,0.0,0,0,0.0
2025-06-25,63,Wednesday,0:00,08:00,17:00,True,0.0,0,0,0.0
2025-06-26,63,Thursday,0:00,08:00,17:00,True,0.0,0,0,0.0
2025-06-27,63,Friday,0:00,08:00,17:00,True,0.0,0,0,0.0
2025-06-28,63,Saturday,0:00,08:00,17:00,True,0.0,0,0,0.0
2025-06-29,63,Sunday,0:00,08:00,17:00,True,0.0,0,0,0.0
2025-06-30,63,Monday,0:00,08:00,17:00,True,0.0,0,0,0.0
